transcriptionid	videoid	Domain	termname	videoname	deptname	deptacronym	CourseNumber	CourseName	SectionName
0098483f-bb8d-4828-b216-483e038cda7a	024f7962-9711-4b02-adb9-7ceb8fa5f93f	illinois.edu	Fall 2020	Bisection Method - fixed typo November 30, 2020	Computer Science	CS	357	Numerical Methods 1	M,N
009c9eb3-b71a-4571-8437-2a3fe5ce01e4	fc23eae1-5239-4247-b948-f77a3166cd03	illinois.edu	Fall 2021	CS241-Lec09-Q05	Computer Science	CS	241	System Programming	AL1
00a2d14d-f30a-434b-b454-4547a8b892df	03a11d7a-9be1-4999-8876-6247d7a81f08	illinois.edu	Fall 2020	8/26 (String induction) August 27, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
00b2b18a-6db3-4478-8b5a-6ff1f8ceab1c	d568472c-fa88-4268-98fa-c23f8c5b6b38	illinois.edu	Fall 2020	Lecture 24 Part 3: Relation Extraction November 18, 2020	Computer Science	CS	447	Natural Language Processing	ALL
00b962cf-da2e-4b02-9a8c-a94dbf77a243	d00d05f3-9418-4187-816b-74e241818c18	illinois.edu	Spring 2021	Lecture 32a 	 Industrial Engineering,	IE	300	Analysis of Data	ALL
00cf60f8-8a73-462e-a5ef-bf1c1b0f7916	4bdb821a-2c8a-44a8-b6a1-4c776f3bfcf4	illinois.edu	Summer 2020	CS 173 SU20 Section B Lecture 10A July 05, 2020	Computer Science	CS	173	Discrete Structures	BL1
00d36a3c-25f0-4d8b-8297-4ca8b389ca3f	3b060746-98b0-445c-a0ae-978b05f95379	illinois.edu	Fall 2019	CS 446-D4 August 28, 2019	Computer Science	CS	446	Machine Learning	D4
00d9bdfa-93b3-4921-8294-22960bacc0c6	3346c68d-41f6-409a-8c88-5d971c931628	illinois.edu	Spring 2021	Ch8   Interpreting Confidence Intervals for Risk	Statistics	STAT	212	Biostatistics	ALL
00dd4389-2bac-4f00-8dcd-785c286c3d68	4536e296-4f7f-46cb-8430-cffbe9e405a0	illinois.edu	Fall 2021	CS241-Lec33-Q01	Computer Science	CS	241	System Programming	AL1
00f4cb2d-a085-455f-8a52-b60b0296a171	db2ddd0c-3645-4dd2-a26b-308af890ecd7	illinois.edu	Spring 2021	CS 598 OOK ; Lecture 11 March 09, 2021	Computer Science	CS	598	Probabilistic Graphical Models	OOK
00f68d73-a88a-45fc-854d-681c9d47a318	75fec3ab-bcbb-445b-a353-6183066a7c23	gvsu.edu	Spring  2021	Synchronous Sequential Circuits	School of Computing and Information Systems	CIS	351	Computer Organization and Assembly Language	ALL
00f715b6-76a5-4675-a622-b4939e3fb284	7279f897-b036-4e94-8cab-b0cb71ecc63c	illinois.edu	Spring 2019	CS 125 Spring 2019: Mon 2.18.2019. Inheritance	Computer Science	CS	125	Intro to Computer Science	AL2
012f2e8b-0585-4d03-9384-aaeb09298339	c18ca8df-fe7e-4039-9b66-736f4ef1e2a8	illinois.edu	Spring 2021	Ch2   Types of Experiments	Statistics	STAT	212	Biostatistics	ALL
01593491-7d61-4581-812e-0b66b27eb58a	0d97a5d0-7807-4619-a977-8c002633ec8c	illinois.edu	Fall 2020	Bond Basic Concepts September 25, 2020	Publishing	PUB	000	Publishing	FIN500
01593491-7d61-4581-812e-0b66b27eb58a	0d97a5d0-7807-4619-a977-8c002633ec8c	illinois.edu	Fall 2020	Bond Basic Concepts September 25, 2020	Publishing	PUB	000	Publishing	FIN500
01662dab-ba1e-4160-b4c8-b2c89dadaf08	07d79498-fcf5-4671-a9c8-bd97339b04c5	illinois.edu	Fall 2019	CS 446-D4 October 28, 2019	Computer Science	CS	446	Machine Learning	D4
0173c9a1-6ea6-40ab-b5d1-ccc145c2f251	9ddc3e54-7056-4d45-94c2-938416dedecd	illinois.edu	Fall 2021	CS241-Lec07-Q02	Computer Science	CS	241	System Programming	AL1
017554be-4697-4fe7-afed-46184b397698	1e6e19e5-b749-4a90-bf71-be2400db8b24	illinois.edu	Summer 2020	CS 225-AL2 October 18, 2019	Computer Science	CS	225	Data Structures	AL1/AL2
01785fa9-8bf2-4e94-bbdb-a73bbe998be4	8cecd824-1220-49cd-9a4e-04c9e0233161	illinois.edu	Fall 2019	CS 446-D4 September 18, 2019	Computer Science	CS	446	Machine Learning	D4
01805c14-5332-4831-8d84-269487f735b5	36951807-a456-4334-8b28-82c6c4885aed	illinois.edu	Fall 2020	CS 105: Lecture 12 (Fall 2020)  November 20, 2020	Computer Science	CS	105	Introduction to Computing, for non-technical majors	All
01805c14-5332-4831-8d84-269487f735b5	36951807-a456-4334-8b28-82c6c4885aed	illinois.edu	Fall 2020	CS 105: Lecture 12 (Fall 2020)  November 20, 2020	Computer Science	CS	105	Introduction to Computing, for non-technical majors	All
01850175-f9bd-4eba-a73b-9dc63940ee41	a3fd003e-bbd5-4f03-876b-71da0068bcff	illinois.edu	Fall 2021	CS241-Lec24-Q04	Computer Science	CS	241	System Programming	AL1
019e5339-e8bf-4a24-ae5b-b36777d191f0	aa46869f-1891-471f-9f98-c0c5f327c9e1	illinois.edu	Spring 2020	lec16 Bayesian Networks March 02, 2020	Electrical and Computer Engineering	ECE	448	Artificial Intelligence	Q3,Q4
019e5339-e8bf-4a24-ae5b-b36777d191f0	aa46869f-1891-471f-9f98-c0c5f327c9e1	illinois.edu	Spring 2020	lec16 Bayesian Networks March 02, 2020	Computer Science	CS	440	Artificial Intelligence	Q3,Q4
01aa360f-f4c6-480b-98cb-67b1d3419c13	1d6fca6b-9af2-4887-9c6d-6ccbf2156f5a	illinois.edu	Fall 2020	Discussion 7a: Backtracking October 07, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
01c0f454-a1bb-450d-babe-6201b372d9e9	0912fb34-b722-4550-bcbb-eac0c39fd52a	illinois.edu	Spring 2020	Lecture 23 —  Smoothing of Language Model -- Part 2 | UIUC	Computer Science	CS	000	Test Course	AB
01c0f454-a1bb-450d-babe-6201b372d9e9	0912fb34-b722-4550-bcbb-eac0c39fd52a	illinois.edu	Fall 2020	Lecture 23 —  Smoothing of Language Model -- Part 2	Computer Science	CS	410	Text Information Systems	ALL
01c0f454-a1bb-450d-babe-6201b372d9e9	0912fb34-b722-4550-bcbb-eac0c39fd52a	illinois.edu	Fall 2020	Lecture 23 —  Smoothing of Language Model -- Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
01c0f454-a1bb-450d-babe-6201b372d9e9	0912fb34-b722-4550-bcbb-eac0c39fd52a	illinois.edu	Spring 2020	Lecture 23 —  Smoothing of Language Model -- Part 2 | UIUC	Electrical and Computer Engineering	ECE	428	Test Course	AB
01c0f454-a1bb-450d-babe-6201b372d9e9	0912fb34-b722-4550-bcbb-eac0c39fd52a	illinois.edu	Spring 2020	Lecture 23 —  Smoothing of Language Model -- Part 2 | UIUC	Computer Science	CS	425	Test Course	AB
01c98bc0-5fd9-48a5-8d71-d4511314183a	eb66f5cb-48fc-45ca-ab67-9f21df288120	illinois.edu	Fall 2021	GMT20210125-153449_CS-241_1600x800 January 28, 2021	Computer Science	CS	241	System Programming	AL1
01cdd06e-8c69-4698-b947-55c7e97b6fd9	15ccd68b-582e-437c-8fdf-16657932c36d	illinois.edu	Spring 2021	PocketBot January 23, 2021	Information Sciences	IS	424	Social Computing	AOG/AOU 
01d50ac6-e370-4b3b-95b4-26e878347bcf	f6f96483-f7e9-485c-9217-1ac0ae0454c3	illinois.edu	Spring 2021	CS 225 Lecture 2021-04-19 (PART 1) April 19, 2021	Computer Science	CS	225	Data Structures	AL1
01f0bdf3-6527-414c-9fba-2230ebfc8e80	892e8404-2ef5-485e-994c-ec4155a41f2a	illinois.edu	Summer 2020	CS 173 SU20 Section B Lecture 11A July 05, 2020	Computer Science	CS	173	Discrete Structures	BL1
01f2c95b-7d04-425d-bdff-894488b038c9	09a657bc-f38f-4cc9-8227-11af2b62acfa	illinois.edu	Fall 2020	Discussion 8a: More dynamic programming October 14, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
02126d9d-ce99-4037-87f6-1ad4b25b727d	2fe5c8b1-c037-4738-bee7-1139d9f69314	illinois.edu	Fall 2019	CS 173-BLR November 01, 2019	Computer Science	CS	173	Discrete Structures	AL1/2
0238a50f-259d-4c10-98d3-0fa047a5dbbe	110fd583-3f96-4cea-8e14-0de22a9585ca	gvsu.edu	Spring  2021	Lecture 45: switch-statement	School of Computing and Information Systems	CIS	241	System-level Programming and Utilities	ALL
02400754-70fc-4e05-9279-ed8c260359c6	72baf2ed-21fb-48e8-8b39-dbb3758c8016	illinois.edu	Fall 2020	Lecture 22 Part 1: Introduction to Discourse November 06, 2020	Computer Science	CS	447	Natural Language Processing	ALL
024ca869-7826-4113-8c11-da5f2a5e3143	58704494-21b8-4b62-aec4-c424bb869240	illinois.edu	Spring 2021	CS 225 Lecture 2021-02-26 February 26, 2021	Computer Science	CS	225	Data Structures	AL1
0251b6ee-6c97-4f63-9429-c0a1c10b28e5	07fc26e4-44cb-4f22-b44f-0381c22c7432	illinois.edu	Spring 2021	Hello	Computer Science	CS	418	Interactive Computer Graphics	AL1
0255ca16-a7fa-4676-9616-e3121de5cebb	d0ca2b87-8000-487d-b6c2-9c7bc971a8e4	illinois.edu	Spring 2021	Ch9   Writing Null and Alternative Hypotheses	Statistics	STAT	212	Biostatistics	ALL
025c4079-6f2d-496a-bc87-51d078e15f66	525be7b4-9d7c-4d9d-8530-6b670362e986	illinois.edu	Fall 2021	CS241-Lec18-Q02	Computer Science	CS	241	System Programming	AL1
026b1cad-85f8-42b5-8322-8a01e67190b9	4882d751-56ad-4b30-af22-38341255e4af	illinois.edu	Spring 2021	20200828 Briefing August 28, 2020	Computer Science	CS	233	Computer Architecture	AL1/AL2/ALP/ALR
026b630f-6983-4fa4-a599-7c3ac3fe2175	eb721a04-32fb-4f89-ba10-ca0423757314	illinois.edu	Spring 2021	Arithmetic Machine September 27, 2018	Computer Science	CS	233	Computer Architecture	AL1/AL2/ALP/ALR
026b630f-6983-4fa4-a599-7c3ac3fe2175	eb721a04-32fb-4f89-ba10-ca0423757314	illinois.edu	Spring 2021	Arithmetic Machine September 27, 2018	Computer Science	CS	233	Computer Architecture	AL1/AL2/ALP/ALR
0271b83b-db7d-4f74-a4f6-66996e744f9a	0a58fff9-c16c-48a1-afcf-8c5623c11c07	illinois.edu	Spring 2021	CS 598 OOK; Lecture 8 February 18, 2021	Computer Science	CS	598	Probabilistic Graphical Models	OOK
027cea0e-e6a1-43f6-b772-c768312170d4	ec325d29-60ab-46c4-a2f0-5a94d0f8ebaa	illinois.edu	Fall 2020	ADV393: Week 7: Sports and Advertising September 28, 2020	Advertising	ADV	393	Advertising and Society	ALL
0289f4a0-0b2e-4b38-a1eb-2b0afd82b7d7	ed2a5fdd-465d-45e8-9860-1ec56a15d22a	illinois.edu	Fall 2019	ReactJS Tutorial - 11 - setState	Computer Science	CS	000		ABC
028c4962-b779-4637-9e11-c4773dd59ada	cefb7708-47c8-4e6e-8913-789d9ee0dbe0	illinois.edu	Fall 2019	CS 450-BL1 December 04, 2019	Computer Science	CS	450	Numerical Analysis	BL1
029f971f-4390-49b6-be2f-6b787e2d9d57	7593b623-c631-4e26-8cac-2e8eae730026	illinois.edu	Summer 2020	CS 225-AL1 November 11, 2019	Computer Science	CS	225	Data Structures	AL1/AL2
02a2445c-03ca-4e0f-8387-7a68a590b609	f0294139-f5bc-472b-8079-12150ca5e51f	illinois.edu	Fall 2020	UIUC CS 374 FA20 1.1.1 Strings: exercise	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
02ae0572-bb96-4dee-abc6-d8a430e14bc3	1dd6593d-ad3a-4c70-aa9a-0695642bca62	illinois.edu	Spring 2019	CS 450-B3 January 16, 2019	Computer Science	CS	450	Numerical Analysis	B3
02e20b87-2542-47d3-8bf1-ec265fe3cdc8	e187f98a-8a78-411a-a846-d0413882cc48	illinois.edu	Spring 2020	CS 438-R3 April 07, 2020	Computer Science	CS	438	Communication Networks	R3/R4
02e20b87-2542-47d3-8bf1-ec265fe3cdc8	e187f98a-8a78-411a-a846-d0413882cc48	illinois.edu	Spring 2020	CS 438-R3 April 07, 2020	Electrical and Computer Engineering	ECE	438	Communication Networks	R3/R4
030c06fe-0a10-40f6-b022-7d96e195c7ec	9e392d4a-113a-4365-ba83-5602c93b18cb	illinois.edu	Summer 2020	CS 173 SU20 AL1 Lecture 21a: Introduction to State Diagrams July 27, 2020	Computer Science	CS	173	Discrete Structures	AL1
030fe09c-fa71-4428-9ba5-0121e8e9fc90	037ba36e-143a-4e77-8ffa-125df165ed0c	illinois.edu	Fall 2020	CS374-ADC: Discussion 4A, Friday, September 18th September 18, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
0313c4b8-b3cb-47c4-893c-bcb27ce990a3	6bcd8791-b067-4442-b1c5-690b51547ecf	illinois.edu	Fall 2021	CS241-Lec13-Q07	Computer Science	CS	241	System Programming	AL1
0316b85b-247c-4816-a1a9-ff31d846f9a9	6864bfa2-6e00-46f0-9c10-cfc58282e848	illinois.edu	Spring 2020	lec37 - word2vec and word similarity April 29, 2020	Electrical and Computer Engineering	ECE	448	Artificial Intelligence	Q3,Q4
0316b85b-247c-4816-a1a9-ff31d846f9a9	6864bfa2-6e00-46f0-9c10-cfc58282e848	illinois.edu	Spring 2020	lec37 - word2vec and word similarity April 29, 2020	Computer Science	CS	440	Artificial Intelligence	Q3,Q4
031c882d-0a19-4489-b1ef-d9328844d378	cf39e0e9-b209-44aa-af9c-56610eabf661	illinois.edu	Fall 2021	CS241-Lec25-Q06	Computer Science	CS	241	System Programming	AL1
031dc9a6-7e0f-4b73-bf79-9498255853e8	44b6d337-65f6-4e7c-b3cc-f65530e654b4	illinois.edu	Spring 2020	191206_VO	DRES	DRES	ONLINE	DRES-Videos	ONLINE
032376ed-f42d-480f-aabd-9f082e55c68e	378c4d9b-908e-411d-8f03-04d1ce60a1f5	illinois.edu	Spring 2020		DRES	DRES	ONLINE	DRES-Videos	ONLINE
032376ed-f42d-480f-aabd-9f082e55c68e	378c4d9b-908e-411d-8f03-04d1ce60a1f5	illinois.edu	Spring 2020		DRES	DRES	ONLINE	DRES-Videos	ONLINE
0334c49a-7414-4d30-858b-657805474c43	c9821047-dd1e-47e8-8c96-abca50a3e390	illinois.edu	Fall 2020	CS361 9/21 2PM Discussion September 21, 2020	Computer Science	CS	361	Probability and Statistics for Computer Science	AL1
035182a5-347a-4dda-a4af-ffe2ffc0f3ac	0a461d40-0c2b-46ab-a367-bc08017eaaba	illinois.edu	Fall 2020	UIUC CS 374 FA 20: 19.6.3. Proving optimality of earliest finish time	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
0351e436-2291-4bc9-92c7-231bb642b60b	92d1ee35-9da9-4733-aa32-ca82be199223	illinois.edu	Spring 2021	CS361 SP21 Lecture 18 March 30, 2021	Computer Science	CS	361	Probability and Statistics for Computer Science	AL1
03709aaf-4be5-467c-8a77-b501db35e359	4ecacfb8-d6cc-42fe-a680-5a2075e91960	illinois.edu	Fall 2020	CS 361 ADF Discussion October 12, 2020	Computer Science	CS	361	Probability and Statistics for Computer Science	AL1
0374775d-d1a5-40a0-8b02-979f5e588d9a	26c8e897-9511-4ebd-aee8-a9848d4acd8e	illinois.edu	Spring 2021	Ch2 - Statistical Power	Statistics	STAT	212	Biostatistics	ALL
0386484c-a72b-496e-bfc1-1958dec2b1ef	ccbdf670-cca0-4515-b88a-b69d11bfc067	illinois.edu	Fall 2020	STAT 430 - FDL, Fall 2020: Linear Regression as a Neural Network	Statistics	STAT	430	Fundamentals of Deep Learning	JJB
03990846-aa1b-45da-a8e8-01fd63baa2f4	b2690039-41e8-4290-bd74-a180dd09e9a4	illinois.edu	Fall 2020	CS/ECE 374 - Discussion Section 3A - Problem 3	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
0399d824-9b27-40e8-8af3-866cd6fa0da3	265a44b8-314f-4093-88a9-14cb36442ea7	illinois.edu	Fall 2020	Returns-Part 1 September 25, 2020	Publishing	PUB	000	Publishing	FIN500
0399d824-9b27-40e8-8af3-866cd6fa0da3	265a44b8-314f-4093-88a9-14cb36442ea7	illinois.edu	Fall 2020	Returns-Part 1 September 25, 2020	Publishing	PUB	000	Publishing	FIN500
03a030c9-bc6c-4815-a13a-a6217813f60f	f8b0cf68-4ede-4bd7-8642-7e7aadb36cbc	illinois.edu	Spring 2020	bezier	Computer Science	CS	418	Interactive Computer Graphics	AL1
03a95a10-c862-4178-ac59-7e5b7d8f60dd	fc031e3a-7687-44aa-879f-b76b3858e500	illinois.edu	Spring 2021	CS 361 1pm Discussion March 03, 2021	Computer Science	CS	361	Probability and Statistics for Computer Science	AL1
03aa2289-f840-4f83-b49e-c4b24b35d79c	12a40f11-a146-477c-8889-0f89e2061afe	illinois.edu	Fall 2020	UIUC CS 374 FA 20 - 5.3. Converting NFA into a regular expression - an illustrated guide-LJBc_aeh030	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
03aa2289-f840-4f83-b49e-c4b24b35d79c	12a40f11-a146-477c-8889-0f89e2061afe	illinois.edu	Fall 2020	UIUC CS 374 FA 20 - 5.3. Converting NFA into a regular expression - an illustrated guide	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
03b1c5b6-d156-4904-b360-1102ea49b1da	7dcb9392-c9e2-4932-ada0-3839160de338	illinois.edu	Fall 2020	CS 105 Thursday Lecture 2 (Fall 2020) September 07, 2020	Computer Science	CS	105	Introduction to Computing, for non-technical majors	All
03ca74d1-e2aa-4d98-8926-126fa60d91ea	3f798e5a-7d16-4e3a-9ae9-70a9c4e522b8	illinois.edu	Spring 2019	CS 450-B3 April 19, 2019	Computer Science	CS	450	Numerical Analysis	B3
03cbef27-fc51-4276-8b2c-a9a43e426bc0	54991828-e8e5-40ae-b100-1e3480bf7d1e	illinois.edu	Fall 2019	CS 173-BLR November 22, 2019	Computer Science	CS	173	Discrete Structures	AL1/2
03d08324-e475-4ab8-b304-ba5d31a1ea70	deaf9570-8b18-4cc2-893e-7d7b3e9a5577	illinois.edu	Fall 2021	CS361 8/30 ADG Discussion August 30, 2021	Computer Science	CS	361	Prob & Stat for Computer Science	ALL
03fc8ec4-532a-4003-b929-d0a06e6589ba	892f75a7-9c25-49f8-8e67-9ff6410bac69	illinois.edu	Spring 2021	2021_Illinois_CS_Visit_Days_AreaSession_Data_and_Information_Systems 2.mp4	Computer Science	CS	600	Illinois CS Visit Days	ALL
03ff4e5d-3fa7-4d73-852f-75b36ac54dcb	43010ec5-8f7a-4453-997a-45a5efc78b3d	illinois.edu	Fall 2019	ReactJS Tutorial - 30 - Forwarding Refs	Computer Science	CS	000		ABC
040bf74d-c21b-4d61-a0f9-38e3b2cc4d67	cc52fb01-ec70-48ed-ac3c-0d0f5009aee9	illinois.edu	Fall 2021	CS241-Lec13-Q06	Computer Science	CS	241	System Programming	AL1
04137246-bc7c-420a-966b-5b8d482d352c	c73bdbe1-ca4a-4d40-ac86-dd88ca028193	illinois.edu	Fall 2021	CS241-Lec13-Q05	Computer Science	CS	241	System Programming	AL1
04149e23-3b12-41fe-bb0f-f717c1d17865	da715266-4369-44da-a599-e738118868ce	illinois.edu	Fall 2021	CS241-Lec21-Q02	Computer Science	CS	241	System Programming	AL1
041d33c0-8567-4d05-9db4-b80c4ee24120	d4faf53c-2c61-4a32-bf91-83207f0bc84f	gvsu.edu	Spring  2021	CSMA/CA	School of Computing and Information Systems	CIS	457	Data Communications	ALL
042b04d6-f497-4bbd-ad02-febd399e5a17	85daeae0-a54c-4616-a15c-bc3dadfb6e55	illinois.edu	Fall 2019	CS 446-D4 September 25, 2019	Computer Science	CS	446	Machine Learning	D4
0440d575-a97e-4551-9cab-9c743dc89048	6526d6ba-33ed-4949-a982-a36d18cff680	illinois.edu	Spring 2020	Lecture 10 Part 3 Apple Ad	Business Administration	BADM	584	Global Marketing	BADM584
045b143c-309e-461a-bbc0-02455ad77474	19caa6b9-cf64-42f5-bb4d-570d47b88093	illinois.edu	Spring 2021	MP1 and Basic Anti-Aliasing	Computer Science	CS	498	Production Computer Graphics	C3
04608982-cf50-459f-993d-e105621feb07	24b6421e-0685-4fe8-9ddd-6550f984155b	illinois.edu	Spring 2021	Ch12   Simulating ANOVA in R	Statistics	STAT	420	Calculus-based coverage of linear modeling	3&4
0467c20d-8b37-44d4-9348-092b6d6139e6	58778077-db4b-4ee5-abbd-ce0ce4d96b49	illinois.edu	Spring 2020	"CS	498 March 10, 2020"	Computer Science	CS	498	Virtual Reality	VR
0469456c-bbef-4979-bbb4-bb36162fcc02	7e065395-93ae-4155-ae87-36d0e4b61e8b	illinois.edu	Fall 2020	UIUC CS 374 FA 20: 19.5. Maximum Weight Subset of Elements: Cardinality and Beyond	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
0469e8c9-6f98-49fe-8702-45eefb293c5a	a737bece-da2f-48d5-8910-f23da3a386c1	illinois.edu	Spring 2021	ADV476 Final Presentations: Giselle Reyes South Korea beauty standards April 28, 2021	Advertising	ADV	476	Global Advertising 	B
04829254-3696-4583-a42b-bd35a938c624	3bc3e1ce-50a6-400e-a754-49a154bca019	illinois.edu	Fall 2021	CS241-Lec16-Q01	Computer Science	CS	241	System Programming	AL1
04859b4f-7e8b-485c-8591-b0f0fcfebe24	cb2778ac-3a7b-4071-af9d-8abc29a1bc24	illinois.edu	Summer 2021	[STAT 400] Conditional Probability	Statistics	STAT	400	Statistics and Probability I	ALL
0486e868-0291-4654-ad69-2548cb5ec288	dacd4391-a55a-4272-bc13-82d4e21449f9	illinois.edu	Fall 2019	CS 357-N October 31, 2019	Computer Science	CS	357	Numerical Methods	M
04930830-2c1a-4bfc-9e02-64d7f60bc621	c4bc84e6-8eb8-4fd0-a2ca-6966afdc3051	illinois.edu	Spring 2021	Lecture 9	Computer Science	CS	450	CS 450: Numerical Analysis	CS 450 / Math 450 / CSE 401 / ECE 491
04930830-2c1a-4bfc-9e02-64d7f60bc621	c4bc84e6-8eb8-4fd0-a2ca-6966afdc3051	illinois.edu	Spring 2021	Lecture 9	Electrical and Computer Engineering	ECE	491	CS 450: Numerical Analysis	CS 450 / Math 450 / CSE 401 / ECE 491
04930830-2c1a-4bfc-9e02-64d7f60bc621	c4bc84e6-8eb8-4fd0-a2ca-6966afdc3051	illinois.edu	Spring 2021	Lecture 9	Math	MATH	450	CS 450: Numerical Analysis	CS 450 / Math 450 / CSE 401 / ECE 491
04943939-da1d-444f-956c-998497392d9d	370e48e6-06a2-4b38-ad50-dfb2a18ec30f	illinois.edu	Fall 2021	CS361 Fa21 Lecture 6 September 10, 2021	Computer Science	CS	361	Prob & Stat for Computer Science	ALL
